FORMATTED DATE-TIME,DT,MG,TR,WS,CW,HW,TP,WC,RH,HI,DP,WB,BP,AL,DA
YYYY-MM-DD HH:MM:SS,s,Mag,True,mph,mph,mph,°F,°F,%,°F,°F,°F,inHg,ft,ft
2021-07-01 15:41:30,678469290,168,168,0.0,0.0,0.0,79.0,79.0,88.6,85.5,75.3,76.3,29.87,36,1721
2021-07-01 15:42:00,678469320,168,168,0.0,0.0,0.0,79.0,79.0,88.6,85.5,75.3,76.3,29.87,35,1719
2021-07-01 15:42:30,678469350,168,168,0.0,0.0,0.0,79.4,79.3,87.2,86.2,75.2,76.3,29.88,35,1739
2021-07-01 15:43:00,678469380,168,168,0.0,0.0,0.0,80.2,80.2,87.6,88.3,76.2,77.2,29.87,40,1813
2021-07-01 15:43:30,678469410,168,168,0.0,0.0,0.0,80.6,80.6,86.1,88.7,76.0,77.2,29.87,41,1835
2021-07-01 15:44:00,678469440,168,168,0.0,0.0,0.0,80.5,80.4,86.7,88.3,76.2,77.2,29.87,36,1827
2021-07-01 15:44:30,678469470,168,168,0.0,0.0,0.0,80.8,80.8,86.4,89.2,76.3,77.4,29.87,41,1852
2021-07-01 15:45:00,678469500,168,168,0.0,0.0,0.0,81.1,81.1,85.4,89.6,76.3,77.5,29.87,36,1864
2021-07-01 15:45:30,678469530,168,168,0.0,0.0,0.0,79.9,79.9,86.8,87.3,75.6,76.6,29.87,36,1781
2021-07-01 15:46:00,678469560,168,168,0.0,0.0,0.0,80.6,80.6,85.1,88.3,75.7,77.0,29.87,41,1832
2021-07-01 15:46:30,678469590,168,168,0.0,0.0,0.0,79.8,79.9,87.3,87.4,75.7,76.8,29.87,40,1778
2021-07-01 15:47:00,678469620,168,168,0.0,0.0,0.0,80.6,80.6,86.6,88.9,76.3,77.4,29.87,40,1840
2021-07-01 15:47:30,678469650,168,168,0.0,0.0,0.0,79.9,79.9,87.6,87.4,75.9,77.0,29.87,36,1788
2021-07-01 15:48:00,678469680,169,169,0.0,0.0,0.0,80.2,80.2,86.6,88.0,75.9,77.0,29.87,35,1805
2021-07-01 15:48:30,678469710,169,169,0.0,0.0,0.0,78.2,78.1,89.9,83.7,74.9,75.9,29.87,40,1667
2021-07-01 15:49:00,678469740,168,168,0.0,0.0,0.0,79.0,79.0,88.3,85.5,75.2,76.3,29.87,40,1724
2021-07-01 15:49:30,678469770,168,168,0.0,0.0,0.0,78.7,78.8,88.6,85.1,75.1,76.1,29.87,36,1704
2021-07-01 15:50:00,678469800,168,168,0.0,0.0,0.0,79.1,79.2,87.9,85.8,75.2,76.3,29.87,40,1731
2021-07-01 15:50:30,678469830,168,168,0.0,0.0,0.0,80.1,80.1,86.9,87.6,75.8,77.0,29.86,41,1803
2021-07-01 15:51:00,678469860,168,168,0.0,0.0,0.0,80.8,80.8,87.0,89.4,76.5,77.5,29.87,40,1852
2021-07-01 15:51:30,678469890,168,168,0.0,0.0,0.0,80.6,80.6,86.3,88.7,76.1,77.2,29.87,40,1835
2021-07-01 15:52:00,678469920,168,168,0.0,0.0,0.0,79.8,79.9,88.5,87.6,76.1,77.0,29.87,40,1783
2021-07-01 15:52:30,678469950,168,168,0.0,0.0,0.0,79.0,79.0,89.2,85.6,75.6,76.5,29.87,40,1729
2021-07-01 15:53:00,678469980,168,168,0.0,0.0,0.0,80.0,79.9,87.2,87.3,75.8,76.8,29.87,41,1793
2021-07-01 15:53:30,678470010,168,168,0.0,0.0,0.0,79.6,79.5,87.5,86.5,75.5,76.6,29.86,45,1771
2021-07-01 15:54:00,678470040,168,168,0.0,0.0,0.0,80.3,80.2,86.5,88.0,75.9,77.0,29.87,41,1817
2021-07-01 15:54:30,678470070,168,168,0.0,0.0,0.0,80.2,80.2,87.1,88.2,76.0,77.0,29.87,41,1813
2021-07-01 15:55:00,678470100,168,168,0.0,0.0,0.0,79.7,79.7,87.5,86.9,75.6,76.6,29.87,36,1766
2021-07-01 15:55:30,678470130,168,168,0.0,0.0,0.0,79.7,79.7,87.5,86.9,75.7,76.8,29.87,41,1778
2021-07-01 15:56:00,678470160,168,168,0.0,0.0,0.0,79.4,79.3,88.9,86.5,75.8,76.8,29.87,41,1761
2021-07-01 15:56:30,678470190,168,168,0.0,0.0,0.0,79.5,79.5,87.8,86.7,75.5,76.6,29.87,41,1761
2021-07-01 15:57:00,678470220,168,168,0.0,0.0,0.0,78.8,78.8,89.1,85.3,75.3,76.1,29.87,36,1704
2021-07-01 15:57:30,678470250,169,169,0.0,0.0,0.0,78.1,78.1,89.7,83.7,74.8,75.7,29.87,41,1667
2021-07-01 15:58:00,678470280,169,169,0.0,0.0,0.0,78.0,78.1,90.5,83.8,75.0,75.9,29.87,40,1660
2021-07-01 15:58:30,678470310,169,169,0.0,0.0,0.0,78.1,78.1,90.1,83.8,74.9,75.9,29.87,40,1662
2021-07-01 15:59:00,678470340,169,169,1.1,0.2,-1.1,78.1,78.1,89.3,83.7,74.7,75.6,29.87,40,1657
2021-07-01 15:59:30,678470370,169,169,0.0,0.0,0.0,77.6,77.5,90.7,82.8,74.7,75.4,29.87,36,1625
2021-07-01 16:00:00,678470400,168,168,0.0,0.0,0.0,78.8,78.8,89.3,85.3,75.4,76.3,29.87,40,1711
2021-07-01 16:00:30,678470430,167,167,0.0,0.0,0.0,78.1,78.1,90.9,84.0,75.2,75.9,29.87,36,1665
2021-07-01 16:01:00,678470460,168,168,0.0,0.0,0.0,77.6,77.5,91.3,82.9,74.9,75.6,29.87,36,1628
2021-07-01 16:01:30,678470490,169,169,0.0,0.0,0.0,77.7,77.7,90.0,83.1,74.5,75.4,29.87,40,1633
2021-07-01 16:02:00,678470520,168,168,0.0,0.0,0.0,78.1,78.1,89.9,83.7,74.9,75.7,29.87,36,1660
2021-07-01 16:02:30,678470550,168,168,0.0,0.0,0.0,78.7,78.6,88.2,84.7,74.9,75.9,29.87,40,1697
2021-07-01 16:03:00,678470580,168,168,0.0,0.0,0.0,79.0,79.0,88.7,85.6,75.4,76.3,29.87,40,1726
2021-07-01 16:03:30,678470610,168,168,0.0,0.0,0.0,79.4,79.3,88.0,86.4,75.5,76.5,29.87,40,1753
2021-07-01 16:04:00,678470640,168,168,0.0,0.0,0.0,80.0,80.1,88.4,88.0,76.2,77.2,29.87,40,1798
2021-07-01 16:04:30,678470670,168,168,0.0,0.0,0.0,80.2,80.2,88.9,88.5,76.6,77.5,29.87,36,1815
2021-07-01 16:05:00,678470700,168,168,0.0,0.0,0.0,80.8,80.8,87.7,89.6,76.8,77.7,29.87,40,1857
2021-07-01 16:05:30,678470730,168,168,0.0,0.0,0.0,80.4,80.4,88.9,89.1,76.8,77.7,29.87,41,1835
2021-07-01 16:06:00,678470760,168,168,0.0,0.0,0.0,80.7,80.8,88.0,89.6,76.9,77.7,29.87,40,1854
2021-07-01 16:06:30,678470790,168,168,0.0,0.0,0.0,80.9,81.0,88.0,90.0,77.0,78.1,29.87,41,1872
2021-07-01 16:07:00,678470820,168,168,0.0,0.0,0.0,79.8,79.9,89.2,87.8,76.3,77.2,29.87,40,1788
2021-07-01 16:07:30,678470850,168,168,0.0,0.0,0.0,80.1,80.1,89.1,88.2,76.6,77.5,29.87,36,1805
2021-07-01 16:08:00,678470880,168,168,0.0,0.0,0.0,80.0,80.1,88.5,88.0,76.3,77.2,29.86,45,1808
2021-07-01 16:08:30,678470910,168,168,0.0,0.0,0.0,79.7,79.7,88.8,87.4,76.2,77.0,29.87,41,1785
2021-07-01 16:09:00,678470940,168,168,0.0,0.0,0.0,78.7,78.8,89.4,85.5,75.3,76.3,29.86,45,1711
2021-07-01 16:09:30,678470970,168,168,0.0,0.0,0.0,78.9,78.8,89.5,85.5,75.5,76.5,29.86,48,1726
2021-07-01 16:10:00,678471000,168,168,0.0,0.0,0.0,79.7,79.7,87.6,87.1,75.7,76.8,29.87,40,1778
2021-07-01 16:10:30,678471030,168,168,0.0,0.0,0.0,80.0,80.1,88.0,88.0,76.1,77.2,29.87,41,1803
2021-07-01 16:11:00,678471060,168,168,0.0,0.0,0.0,79.8,79.7,88.1,87.1,75.9,76.8,29.86,45,1785
2021-07-01 16:11:30,678471090,168,168,0.0,0.0,0.0,80.3,80.2,87.6,88.3,76.3,77.2,29.87,41,1822
2021-07-01 16:12:00,678471120,168,168,0.0,0.0,0.0,80.1,80.1,87.7,88.0,76.1,77.2,29.86,41,1808
2021-07-01 16:12:30,678471150,168,168,0.0,0.0,0.0,78.9,79.0,88.6,85.5,75.3,76.3,29.86,45,1729
2021-07-01 16:13:00,678471180,169,169,0.0,0.0,0.0,78.7,78.8,90.0,85.6,75.5,76.5,29.86,48,1721
2021-07-01 16:13:30,678471210,169,169,0.0,0.0,0.0,78.7,78.8,89.5,85.5,75.4,76.3,29.86,48,1719
2021-07-01 16:14:00,678471240,168,168,0.0,0.0,0.0,79.3,79.3,88.4,86.4,75.6,76.5,29.86,48,1756
2021-07-01 16:14:30,678471270,168,168,0.0,0.0,0.0,79.5,79.5,89.2,86.9,76.1,77.0,29.86,45,1773
2021-07-01 16:15:00,678471300,168,168,0.0,0.0,0.0,78.5,78.4,90.4,84.7,75.4,76.1,29.86,48,1699
2021-07-01 16:15:30,678471330,168,168,0.0,0.0,0.0,79.0,79.0,88.5,85.5,75.4,76.3,29.86,41,1734
2021-07-01 16:16:00,678471360,168,168,0.0,0.0,0.0,79.4,79.3,88.6,86.4,75.7,76.6,29.86,48,1766
2021-07-01 16:16:30,678471390,169,169,0.0,0.0,0.0,78.8,78.8,89.0,85.3,75.3,76.3,29.86,48,1724
2021-07-01 16:17:00,678471420,169,169,0.0,0.0,0.0,78.9,79.0,89.4,85.8,75.5,76.5,29.86,48,1731
2021-07-01 16:17:30,678471450,169,169,0.0,0.0,0.0,79.5,79.5,88.8,86.9,75.9,76.8,29.86,45,1773
2021-07-01 16:18:00,678471480,169,169,0.0,0.0,0.0,79.9,79.9,88.6,87.6,76.2,77.2,29.86,41,1795
2021-07-01 16:18:30,678471510,169,169,0.0,0.0,0.0,80.0,80.1,88.3,88.0,76.2,77.2,29.86,48,1808
2021-07-01 16:19:00,678471540,168,168,0.0,0.0,0.0,79.0,79.0,89.9,85.8,75.8,76.6,29.86,45,1739
2021-07-01 16:19:30,678471570,168,168,0.0,0.0,0.0,79.7,79.7,88.3,87.3,76.0,76.8,29.86,48,1788
2021-07-01 16:20:00,678471600,168,168,0.0,0.0,0.0,80.3,80.2,87.6,88.3,76.2,77.2,29.86,45,1825
2021-07-01 16:20:30,678471630,168,168,0.0,0.0,0.0,80.7,80.8,86.7,89.2,76.4,77.5,29.86,50,1864
2021-07-01 16:21:00,678471660,168,168,0.0,0.0,0.0,79.8,79.9,88.2,87.6,76.0,77.0,29.86,45,1793
2021-07-01 16:21:30,678471690,169,169,0.0,0.0,0.0,79.0,79.0,89.8,85.8,75.8,76.6,29.86,45,1739
2021-07-01 16:22:00,678471720,168,168,0.0,0.0,0.0,78.7,78.6,88.9,84.9,75.1,75.9,29.86,41,1704
2021-07-01 16:22:30,678471750,167,167,0.0,0.0,0.0,79.4,79.3,87.9,86.4,75.5,76.5,29.87,40,1748
2021-07-01 16:23:00,678471780,167,167,0.0,0.0,0.0,80.0,80.1,86.8,87.6,75.7,76.8,29.87,40,1793
2021-07-01 16:23:30,678471810,167,167,0.0,0.0,0.0,80.4,80.4,86.0,88.3,75.8,77.0,29.86,41,1822
2021-07-01 16:24:00,678471840,167,167,0.0,0.0,0.0,80.4,80.4,86.7,88.3,76.0,77.2,29.86,45,1830
2021-07-01 16:24:30,678471870,167,167,0.0,0.0,0.0,79.8,79.9,88.6,87.6,76.1,77.0,29.86,45,1798
2021-07-01 16:25:00,678471900,167,167,0.0,0.0,0.0,80.4,80.4,88.3,88.9,76.6,77.5,29.87,40,1827
2021-07-01 16:25:30,678471930,168,168,0.0,0.0,0.0,80.6,80.6,87.8,89.1,76.7,77.5,29.86,48,1854
2021-07-01 16:26:00,678471960,167,167,0.0,0.0,0.0,80.1,80.1,87.9,88.0,76.2,77.2,29.86,45,1813
2021-07-01 16:26:30,678471990,168,168,0.0,0.0,0.0,79.5,79.5,88.5,86.7,75.8,76.8,29.87,40,1766
2021-07-01 16:27:00,678472020,168,168,0.0,0.0,0.0,79.3,79.3,88.9,86.5,75.7,76.6,29.87,36,1746
2021-07-01 16:27:30,678472050,168,168,0.0,0.0,0.0,79.3,79.3,88.2,86.4,75.5,76.5,29.87,41,1746
2021-07-01 16:28:00,678472080,169,169,0.0,0.0,0.0,78.7,78.6,89.6,84.9,75.3,76.3,29.87,41,1707
2021-07-01 16:28:30,678472110,168,168,0.0,0.0,0.0,78.5,78.4,90.0,84.7,75.3,76.1,29.87,41,1694
2021-07-01 16:29:00,678472140,168,168,0.0,0.0,0.0,78.9,79.0,88.7,85.6,75.3,76.3,29.86,41,1726
2021-07-01 16:29:30,678472170,168,168,0.0,0.0,0.0,79.1,79.2,88.9,86.2,75.6,76.5,29.86,41,1741
2021-07-01 16:30:00,678472200,168,168,0.0,0.0,0.0,79.3,79.3,89.8,86.7,76.0,77.0,29.87,40,1753
2021-07-01 16:30:30,678472230,168,168,0.0,0.0,0.0,78.5,78.6,90.6,85.3,75.5,76.3,29.87,41,1704
2021-07-01 16:31:00,678472260,168,168,0.0,0.0,0.0,78.5,78.4,90.2,84.7,75.4,76.1,29.86,45,1697
2021-07-01 16:31:30,678472290,168,168,0.0,0.0,0.0,79.1,79.2,89.6,86.2,75.8,76.6,29.86,45,1746
2021-07-01 16:32:00,678472320,168,168,0.0,0.0,0.0,79.1,79.2,89.1,86.2,75.6,76.5,29.86,45,1741
2021-07-01 16:32:30,678472350,168,168,0.0,0.0,0.0,79.8,79.9,87.6,87.4,75.8,76.8,29.86,45,1790
2021-07-01 16:33:00,678472380,168,168,0.0,0.0,0.0,79.5,79.5,89.1,86.9,76.0,76.8,29.86,45,1771
2021-07-01 16:33:30,678472410,168,168,0.0,0.0,0.0,78.9,78.8,90.6,85.6,75.9,76.6,29.86,45,1731
2021-07-01 16:34:00,678472440,168,168,0.0,0.0,0.0,79.7,79.7,89.0,87.4,76.2,77.0,29.87,40,1778
2021-07-01 16:34:30,678472470,168,168,0.0,0.0,0.0,80.1,80.1,87.5,87.8,76.0,77.2,29.87,40,1803
2021-07-01 16:35:00,678472500,168,168,0.0,0.0,0.0,79.6,79.5,89.4,87.1,76.2,77.0,29.86,45,1778
2021-07-01 16:35:30,678472530,168,168,0.0,0.0,0.0,79.7,79.7,90.1,87.6,76.5,77.2,29.86,48,1795
2021-07-01 16:36:00,678472560,168,168,0.0,0.0,0.0,80.5,80.4,87.6,88.7,76.5,77.4,29.87,41,1837
2021-07-01 16:36:30,678472590,168,168,0.0,0.0,0.0,80.0,80.1,88.7,88.2,76.3,77.2,29.86,45,1808
2021-07-01 16:37:00,678472620,168,168,0.0,0.0,0.0,79.5,79.5,89.6,87.1,76.2,77.0,29.86,45,1778
2021-07-01 16:37:30,678472650,168,168,0.0,0.0,0.0,79.8,79.7,89.2,87.4,76.3,77.2,29.86,48,1793
2021-07-01 16:38:00,678472680,168,168,0.0,0.0,0.0,79.6,79.5,90.3,87.3,76.5,77.2,29.86,48,1785
2021-07-01 16:38:30,678472710,168,168,0.0,0.0,0.0,79.3,79.3,89.9,86.7,76.1,77.0,29.86,48,1766
2021-07-01 16:39:00,678472740,168,168,0.0,0.0,0.0,79.5,79.5,90.7,87.3,76.5,77.2,29.86,45,1778
2021-07-01 16:39:30,678472770,168,168,0.0,0.0,0.0,79.5,79.5,90.6,87.3,76.5,77.2,29.86,45,1781
2021-07-01 16:40:00,678472800,168,168,0.0,0.0,0.0,79.7,79.7,89.7,87.4,76.4,77.2,29.86,45,1790
2021-07-01 16:40:30,678472830,168,168,0.0,0.0,0.0,80.4,80.4,89.1,89.1,76.9,77.7,29.86,48,1845
2021-07-01 16:41:00,678472860,168,168,0.0,0.0,0.0,79.9,79.9,89.2,87.8,76.5,77.4,29.86,45,1803
2021-07-01 16:41:30,678472890,168,168,0.0,0.0,0.0,79.9,79.9,89.2,87.8,76.5,77.4,29.86,48,1805
2021-07-01 16:42:00,678472920,168,168,0.0,0.0,0.0,80.2,80.2,87.8,88.3,76.2,77.2,29.86,48,1822
2021-07-01 16:42:30,678472950,168,168,0.0,0.0,0.0,79.2,79.2,89.6,86.2,75.9,76.8,29.86,45,1753
2021-07-01 16:43:00,678472980,168,168,0.0,0.0,0.0,79.7,79.7,88.3,87.3,75.9,76.8,29.86,45,1781
2021-07-01 16:43:30,678473010,168,168,0.0,0.0,0.0,80.3,80.2,87.9,88.3,76.4,77.4,29.87,41,1822
2021-07-01 16:44:00,678473040,168,168,0.0,0.0,0.0,80.1,80.1,87.5,87.8,76.0,77.2,29.85,53,1815
2021-07-01 16:44:30,678473070,168,168,0.0,0.0,0.0,80.0,80.1,87.9,88.0,76.1,77.2,29.86,45,1808
2021-07-01 16:45:00,678473100,168,168,0.0,0.0,0.0,80.5,80.4,88.5,88.9,76.8,77.7,29.87,41,1837
2021-07-01 16:45:30,678473130,168,168,0.0,0.0,0.0,80.6,80.6,87.3,89.1,76.5,77.5,29.86,45,1845
2021-07-01 16:46:00,678473160,168,168,0.0,0.0,0.0,79.5,79.5,90.3,87.3,76.5,77.2,29.86,50,1785
2021-07-01 16:46:30,678473190,168,168,0.0,0.0,0.0,80.1,80.1,88.8,88.2,76.5,77.4,29.86,45,1815
2021-07-01 16:47:00,678473220,168,168,0.0,0.0,0.0,80.7,80.8,88.3,89.6,76.9,77.9,29.86,48,1862
2021-07-01 16:47:30,678473250,168,168,0.0,0.0,0.0,80.5,80.4,89.3,89.1,77.0,77.9,29.87,41,1840
2021-07-01 16:48:00,678473280,168,168,0.0,0.0,0.0,79.3,79.3,90.3,86.9,76.2,77.0,29.86,41,1758
2021-07-01 16:48:30,678473310,169,169,0.0,0.0,0.0,79.4,79.5,90.9,87.3,76.5,77.2,29.86,48,1778
2021-07-01 16:49:00,678473340,167,167,0.0,0.0,0.0,79.8,79.7,90.0,87.6,76.5,77.2,29.86,41,1790
2021-07-01 16:49:30,678473370,167,167,0.0,0.0,0.0,80.3,80.4,88.3,88.9,76.5,77.4,29.86,45,1830
2021-07-01 16:50:00,678473400,169,169,0.0,0.0,0.0,79.7,79.7,89.2,87.4,76.3,77.2,29.86,41,1783
2021-07-01 16:50:30,678473430,169,169,0.0,0.0,0.0,79.7,79.7,88.7,87.3,76.1,77.0,29.85,56,1798
2021-07-01 16:51:00,678473460,168,168,0.0,0.0,0.0,80.0,80.1,88.3,88.0,76.3,77.2,29.87,41,1803
2021-07-01 16:51:30,678473490,168,168,0.0,0.0,0.0,79.9,79.9,88.5,87.6,76.2,77.0,29.85,50,1805
2021-07-01 16:52:00,678473520,169,169,0.0,0.0,0.0,79.8,79.9,88.9,87.8,76.2,77.2,29.86,45,1793
2021-07-01 16:52:30,678473550,168,168,0.0,0.0,0.0,80.2,80.2,87.9,88.3,76.3,77.2,29.86,48,1827
2021-07-01 16:53:00,678473580,168,168,0.0,0.0,0.0,79.9,79.9,88.3,87.6,76.2,77.0,29.86,50,1805
2021-07-01 16:53:30,678473610,169,169,0.0,0.0,0.0,80.3,80.2,87.5,88.2,76.2,77.2,29.86,50,1832
2021-07-01 16:54:00,678473640,168,168,0.0,0.0,0.0,80.2,80.2,88.3,88.3,76.4,77.4,29.86,48,1822
2021-07-01 16:54:30,678473670,168,168,0.0,0.0,0.0,80.1,80.1,88.8,88.2,76.5,77.4,29.86,48,1820
2021-07-01 16:55:00,678473700,170,170,0.0,0.0,0.0,81.0,81.0,86.9,89.6,76.7,77.7,29.86,48,1877
2021-07-01 16:55:30,678473730,170,170,0.0,0.0,0.0,80.0,80.1,88.8,88.2,76.4,77.4,29.86,48,1815
2021-07-01 16:56:00,678473760,168,168,0.0,0.0,0.0,80.6,80.6,87.3,89.1,76.5,77.5,29.86,48,1847
2021-07-01 16:56:30,678473790,168,168,0.0,0.0,0.0,80.3,80.2,88.3,88.3,76.5,77.4,29.86,45,1827
2021-07-01 16:57:00,678473820,168,168,0.0,0.0,0.0,80.4,80.4,88.5,88.9,76.7,77.5,29.86,48,1840
2021-07-01 16:57:30,678473850,168,168,0.0,0.0,0.0,80.7,80.8,88.4,89.6,77.0,77.9,29.86,50,1867
2021-07-01 16:58:00,678473880,168,168,0.0,0.0,0.0,80.4,80.4,89.2,89.1,77.0,77.9,29.86,45,1842
2021-07-01 16:58:30,678473910,168,168,0.0,0.0,0.0,80.3,80.2,89.0,88.5,76.7,77.7,29.85,56,1845
2021-07-01 16:59:00,678473940,168,168,0.0,0.0,0.0,80.1,80.1,89.2,88.2,76.7,77.5,29.87,41,1813
2021-07-01 16:59:30,678473970,169,169,0.0,0.0,0.0,80.0,80.1,89.9,88.3,76.8,77.5,29.86,48,1820
2021-07-01 17:00:00,678474000,168,168,0.0,0.0,0.0,81.0,81.0,87.4,89.8,76.9,77.9,29.86,50,1879
2021-07-01 17:00:30,678474030,168,168,0.0,0.0,0.0,80.6,80.6,88.4,89.2,76.9,77.7,29.85,53,1859
2021-07-01 17:01:00,678474060,168,168,0.0,0.0,0.0,80.8,80.8,88.0,89.6,76.9,77.7,29.86,50,1869
2021-07-01 17:01:30,678474090,168,168,0.0,0.0,0.0,81.2,81.1,87.3,90.1,77.0,78.1,29.86,45,1887
2021-07-01 17:02:00,678474120,168,168,0.0,0.0,0.0,81.3,81.3,87.2,90.5,77.1,78.3,29.85,53,1909
2021-07-01 17:02:30,678474150,169,169,0.9,0.2,-0.9,80.2,80.2,90.5,88.9,77.2,77.9,29.86,48,1832
2021-07-01 17:03:00,678474180,170,170,0.0,0.0,0.0,80.5,80.6,88.7,89.2,76.9,77.7,29.86,50,1857
2021-07-01 17:03:30,678474210,169,169,0.0,0.0,0.0,79.9,79.9,90.4,88.0,76.9,77.5,29.86,48,1813
2021-07-01 17:04:00,678474240,168,168,0.0,0.0,0.0,80.4,80.4,89.9,89.1,77.2,78.1,29.85,58,1862
2021-07-01 17:04:30,678474270,168,168,1.1,0.2,-1.1,80.7,80.8,89.6,90.0,77.4,78.3,29.85,53,1882
2021-07-01 17:05:00,678474300,168,168,0.0,0.0,0.0,81.0,81.0,88.0,90.0,77.2,78.1,29.85,50,1889
2021-07-01 17:05:30,678474330,168,168,0.0,0.0,0.0,81.1,81.1,88.3,90.5,77.3,78.3,29.85,56,1899
2021-07-01 17:06:00,678474360,167,167,0.0,0.0,0.0,81.7,81.7,88.1,91.6,77.9,78.8,29.85,58,1951
2021-07-01 17:06:30,678474390,168,168,0.0,0.0,0.0,81.7,81.7,87.1,91.4,77.5,78.6,29.85,50,1936
2021-07-01 17:07:00,678474420,167,167,1.1,0.2,-1.1,81.0,81.0,88.4,90.1,77.3,78.3,29.85,53,1891
2021-07-01 17:07:30,678474450,167,167,0.0,0.0,0.0,81.5,81.5,86.9,90.9,77.2,78.3,29.86,48,1916
2021-07-01 17:08:00,678474480,167,167,0.0,0.0,0.0,82.2,82.2,85.4,92.1,77.3,78.6,29.86,45,1953
2021-07-01 17:08:30,678474510,169,169,0.0,0.0,0.0,81.2,81.1,87.8,90.3,77.2,78.3,29.87,41,1891
2021-07-01 17:09:00,678474540,169,169,0.0,0.0,0.0,80.4,80.4,87.1,88.5,76.2,77.4,29.86,48,1835
2021-07-01 17:09:30,678474570,169,169,0.0,0.0,0.0,81.2,81.1,86.6,90.0,76.8,77.9,29.86,50,1896
2021-07-01 17:10:00,678474600,168,168,0.0,0.0,0.0,81.8,81.9,85.9,91.4,77.2,78.4,29.86,48,1936
2021-07-01 17:10:30,678474630,168,168,0.0,0.0,0.0,81.8,81.9,86.1,91.4,77.3,78.4,29.86,50,1941
2021-07-01 17:11:00,678474660,168,168,1.8,0.4,-1.8,81.0,81.0,85.4,89.2,76.2,77.4,29.86,50,1874
2021-07-01 17:11:30,678474690,168,168,1.2,0.2,-1.1,81.0,81.0,83.7,88.9,75.6,77.0,29.85,50,1867
2021-07-01 17:12:00,678474720,168,168,0.0,0.0,0.0,81.0,81.0,83.4,88.9,75.5,77.0,29.86,48,1862
2021-07-01 17:12:30,678474750,169,169,0.0,0.0,0.0,80.5,80.6,84.5,88.2,75.4,76.6,29.86,48,1835
2021-07-01 17:13:00,678474780,169,169,0.0,0.0,0.0,80.1,80.1,85.7,87.3,75.4,76.6,29.86,48,1805
2021-07-01 17:13:30,678474810,168,168,0.0,0.0,0.0,80.6,80.6,85.3,88.5,75.7,77.0,29.86,48,1837
2021-07-01 17:14:00,678474840,168,168,0.0,0.0,0.0,81.1,81.1,84.5,89.4,76.0,77.4,29.86,50,1882
2021-07-01 17:14:30,678474870,168,168,0.0,0.0,0.0,81.1,81.1,85.8,89.8,76.4,77.5,29.86,48,1882
2021-07-01 17:15:00,678474900,168,168,0.0,0.0,0.0,81.7,81.7,84.0,90.5,76.4,77.5,29.86,48,1914
2021-07-01 17:15:30,678474930,168,168,0.0,0.0,0.0,81.0,81.0,85.2,89.2,76.2,77.4,29.85,53,1879
2021-07-01 17:16:00,678474960,168,168,0.0,0.0,0.0,80.7,80.6,86.2,88.7,76.2,77.2,29.86,50,1852
2021-07-01 17:16:30,678474990,168,168,0.0,0.0,0.0,81.1,81.1,85.1,89.6,76.2,77.5,29.86,50,1879
2021-07-01 17:17:00,678475020,168,168,0.0,0.0,0.0,80.8,80.8,85.0,88.7,75.9,77.2,29.86,50,1857
2021-07-01 17:17:30,678475050,169,169,0.0,0.0,0.0,80.3,80.2,86.0,87.8,75.7,76.8,29.86,48,1820
2021-07-01 17:18:00,678475080,170,170,0.0,0.0,0.0,80.4,80.4,85.9,88.2,75.8,77.0,29.86,48,1827
2021-07-01 17:18:30,678475110,169,169,0.0,0.0,0.0,80.7,80.8,85.4,88.9,76.0,77.2,29.86,48,1852
2021-07-01 17:19:00,678475140,168,168,0.0,0.0,0.0,80.6,80.6,85.9,88.7,76.0,77.2,29.85,50,1847
2021-07-01 17:19:30,678475170,167,167,0.0,0.0,0.0,80.9,81.0,84.9,89.1,75.9,77.2,29.85,50,1864
2021-07-01 17:20:00,678475200,168,168,1.6,0.3,-1.5,80.3,80.2,86.2,87.8,75.8,76.8,29.86,50,1825
2021-07-01 17:20:30,678475230,169,169,0.0,0.0,0.0,80.5,80.4,85.7,88.2,75.8,77.0,29.85,53,1842
2021-07-01 17:21:00,678475260,169,169,0.0,0.0,0.0,80.2,80.2,85.7,87.6,75.6,76.8,29.86,50,1820
2021-07-01 17:21:30,678475290,169,169,0.0,0.0,0.0,80.0,79.9,87.3,87.4,75.8,77.0,29.85,56,1810
2021-07-01 17:22:00,678475320,169,169,0.0,0.0,0.0,80.6,80.6,85.9,88.7,76.0,77.2,29.85,58,1857
2021-07-01 17:22:30,678475350,169,169,1.2,0.2,-1.2,80.0,80.1,86.4,87.6,75.6,76.6,29.85,56,1813
2021-07-01 17:23:00,678475380,168,168,0.0,0.0,0.0,80.1,80.1,86.2,87.4,75.6,76.6,29.85,58,1820
2021-07-01 17:23:30,678475410,168,168,0.0,0.0,0.0,80.2,80.2,86.4,88.0,75.7,76.8,29.85,61,1830
2021-07-01 17:24:00,678475440,168,168,0.0,0.0,0.0,80.3,80.4,86.0,88.3,75.7,77.0,29.86,50,1827
2021-07-01 17:24:30,678475470,168,168,0.0,0.0,0.0,80.1,80.1,87.4,87.8,76.0,77.2,29.85,56,1820
2021-07-01 17:25:00,678475500,168,168,0.0,0.0,0.0,80.1,80.1,87.1,87.8,75.9,77.0,29.85,50,1813
2021-07-01 17:25:30,678475530,168,168,0.0,0.0,0.0,80.6,80.6,85.5,88.5,75.8,77.0,29.85,56,1852
2021-07-01 17:26:00,678475560,169,169,1.2,0.2,-1.1,79.7,79.7,87.2,86.9,75.6,76.6,29.85,61,1798
