FORMATTED DATE-TIME,DT,MG,TR,WS,CW,HW,TP,WC,RH,HI,DP,WB,BP,AL,DA
YYYY-MM-DD HH:MM:SS,s,Mag,True,mph,mph,mph,°F,°F,%,°F,°F,°F,inHg,ft,ft
2021-07-01 21:55:30,678491730,168,168,0.0,0.0,0.0,75.8,75.7,91.8,79.3,73.2,73.9,29.86,41,1500
2021-07-01 21:56:00,678491760,168,168,0.0,0.0,0.0,75.9,75.9,91.2,79.3,73.1,73.9,29.87,36,1500
2021-07-01 21:56:30,678491790,168,168,0.0,0.0,0.0,75.8,75.7,92.6,79.5,73.4,74.1,29.87,40,1497
2021-07-01 21:57:00,678491820,168,168,0.0,0.0,0.0,75.8,75.7,92.8,79.5,73.5,74.1,29.87,40,1497
2021-07-01 21:57:30,678491850,168,168,0.0,0.0,0.0,75.9,75.9,91.2,79.3,73.2,73.9,29.87,36,1502
2021-07-01 21:58:00,678491880,168,168,0.0,0.0,0.0,75.5,75.6,92.7,79.2,73.3,73.9,29.87,40,1482
2021-07-01 21:58:30,678491910,168,168,0.0,0.0,0.0,75.5,75.6,92.6,79.2,73.3,73.9,29.87,41,1487
2021-07-01 21:59:00,678491940,168,168,0.0,0.0,0.0,75.6,75.6,92.9,79.2,73.4,73.9,29.87,40,1485
2021-07-01 21:59:30,678491970,168,168,0.0,0.0,0.0,75.4,75.4,92.9,79.0,73.2,73.8,29.87,36,1470
2021-07-01 22:00:00,678492000,168,168,0.0,0.0,0.0,75.5,75.6,93.1,79.2,73.3,73.9,29.87,35,1472
2021-07-01 22:00:30,678492030,168,168,0.0,0.0,0.0,75.3,75.4,93.2,79.0,73.2,73.8,29.87,35,1460
2021-07-01 22:01:00,678492060,168,168,0.0,0.0,0.0,75.4,75.4,93.2,79.0,73.3,73.8,29.87,36,1467
2021-07-01 22:01:30,678492090,168,168,0.0,0.0,0.0,75.5,75.6,92.2,79.2,73.1,73.8,29.87,40,1480
2021-07-01 22:02:00,678492120,168,168,0.0,0.0,0.0,75.6,75.6,92.1,79.2,73.1,73.9,29.87,35,1475
2021-07-01 22:02:30,678492150,168,168,0.0,0.0,0.0,75.3,75.4,93.3,79.0,73.2,73.8,29.87,36,1463
2021-07-01 22:03:00,678492180,168,168,0.0,0.0,0.0,75.3,75.4,93.6,79.0,73.4,73.9,29.88,31,1463
2021-07-01 22:03:30,678492210,168,168,0.0,0.0,0.0,75.2,75.2,93.2,78.8,73.1,73.8,29.87,36,1455
2021-07-01 22:04:00,678492240,168,168,0.0,0.0,0.0,75.4,75.4,93.5,79.0,73.4,73.9,29.87,35,1467
2021-07-01 22:04:30,678492270,168,168,0.0,0.0,0.0,75.3,75.4,93.8,79.2,73.4,73.9,29.87,35,1465
2021-07-01 22:05:00,678492300,168,168,0.0,0.0,0.0,75.3,75.2,93.2,78.8,73.2,73.8,29.87,41,1465
2021-07-01 22:05:30,678492330,168,168,0.0,0.0,0.0,75.2,75.2,93.5,78.8,73.2,73.8,29.88,35,1455
2021-07-01 22:06:00,678492360,168,168,0.0,0.0,0.0,75.3,75.2,93.6,78.8,73.3,73.8,29.87,40,1465
2021-07-01 22:06:30,678492390,168,168,0.0,0.0,0.0,75.2,75.2,93.6,78.8,73.2,73.8,29.87,41,1465
2021-07-01 22:07:00,678492420,168,168,0.0,0.0,0.0,75.2,75.2,93.5,78.8,73.2,73.8,29.87,36,1458
2021-07-01 22:07:30,678492450,168,168,0.0,0.0,0.0,75.1,75.2,93.6,78.8,73.2,73.8,29.87,36,1455
2021-07-01 22:08:00,678492480,168,168,0.0,0.0,0.0,75.4,75.4,92.6,79.0,73.1,73.8,29.88,35,1465
2021-07-01 22:08:30,678492510,168,168,0.0,0.0,0.0,75.3,75.4,92.8,79.0,73.1,73.8,29.87,40,1465
2021-07-01 22:09:00,678492540,168,168,0.0,0.0,0.0,75.2,75.2,93.9,79.0,73.3,73.8,29.87,36,1455
2021-07-01 22:09:30,678492570,168,168,0.0,0.0,0.0,75.3,75.4,92.8,79.0,73.1,73.8,29.88,35,1460
2021-07-01 22:10:00,678492600,168,168,0.0,0.0,0.0,75.1,75.0,93.8,78.6,73.2,73.8,29.87,40,1450
2021-07-01 22:10:30,678492630,168,168,0.0,0.0,0.0,75.2,75.2,94.1,79.0,73.4,73.9,29.88,35,1455
2021-07-01 22:11:00,678492660,168,168,0.0,0.0,0.0,75.2,75.2,93.9,79.0,73.4,73.9,29.87,36,1460
2021-07-01 22:11:30,678492690,168,168,0.0,0.0,0.0,75.0,75.0,94.0,78.6,73.2,73.8,29.87,36,1443
2021-07-01 22:12:00,678492720,168,168,0.0,0.0,0.0,75.0,75.0,94.1,78.6,73.2,73.8,29.87,36,1445
2021-07-01 22:12:30,678492750,168,168,0.0,0.0,0.0,75.2,75.2,92.9,78.8,73.1,73.6,29.87,36,1455
2021-07-01 22:13:00,678492780,168,168,0.0,0.0,0.0,74.9,75.0,94.2,78.6,73.2,73.8,29.87,35,1435
2021-07-01 22:13:30,678492810,168,168,0.0,0.0,0.0,75.0,75.0,94.5,78.6,73.3,73.9,29.88,35,1445
2021-07-01 22:14:00,678492840,168,168,0.0,0.0,0.0,74.8,74.8,94.5,78.4,73.1,73.6,29.87,40,1433
2021-07-01 22:14:30,678492870,168,168,0.0,0.0,0.0,75.1,75.2,93.2,78.8,73.1,73.6,29.87,36,1450
2021-07-01 22:15:00,678492900,168,168,0.0,0.0,0.0,74.9,74.8,94.7,78.4,73.3,73.6,29.87,35,1433
2021-07-01 22:15:30,678492930,168,168,0.0,0.0,0.0,74.8,74.8,94.7,78.4,73.2,73.6,29.87,35,1428
2021-07-01 22:16:00,678492960,168,168,0.0,0.0,0.0,74.9,75.0,94.9,78.6,73.4,73.9,29.88,35,1438
2021-07-01 22:16:30,678492990,168,168,0.0,0.0,0.0,74.8,74.8,94.7,78.4,73.2,73.6,29.87,41,1438
2021-07-01 22:17:00,678493020,168,168,0.0,0.0,0.0,75.0,75.0,93.8,78.6,73.1,73.6,29.88,31,1435
2021-07-01 22:17:30,678493050,168,168,0.0,0.0,0.0,74.7,74.7,95.2,78.3,73.2,73.6,29.87,36,1423
2021-07-01 22:18:00,678493080,168,168,0.0,0.0,0.0,74.9,74.8,93.9,78.4,73.0,73.6,29.87,36,1433
2021-07-01 22:18:30,678493110,168,168,0.0,0.0,0.0,74.8,74.8,95.3,78.6,73.3,73.8,29.87,36,1431
2021-07-01 22:19:00,678493140,168,168,0.0,0.0,0.0,74.9,74.8,93.8,78.4,73.0,73.6,29.87,36,1435
2021-07-01 22:19:30,678493170,168,168,0.0,0.0,0.0,74.9,74.8,94.0,78.4,73.0,73.6,29.87,35,1428
2021-07-01 22:20:00,678493200,168,168,0.0,0.0,0.0,74.8,74.8,94.1,78.4,73.0,73.6,29.87,35,1426
2021-07-01 22:20:30,678493230,168,168,0.0,0.0,0.0,74.9,74.8,94.6,78.4,73.2,73.6,29.87,36,1435
2021-07-01 22:21:00,678493260,168,168,0.0,0.0,0.0,74.9,74.8,94.0,78.4,73.1,73.6,29.86,45,1443
2021-07-01 22:21:30,678493290,168,168,0.0,0.0,0.0,74.9,75.0,94.0,78.6,73.1,73.6,29.87,35,1435
2021-07-01 22:22:00,678493320,168,168,0.0,0.0,0.0,74.7,74.7,95.6,78.3,73.3,73.8,29.87,36,1423
2021-07-01 22:22:30,678493350,168,168,0.0,0.0,0.0,74.7,74.7,95.7,78.3,73.3,73.8,29.88,35,1421
2021-07-01 22:23:00,678493380,168,168,0.0,0.0,0.0,74.8,74.8,95.7,78.6,73.4,73.8,29.87,36,1433
2021-07-01 22:23:30,678493410,168,168,0.0,0.0,0.0,74.7,74.7,95.8,78.3,73.4,73.8,29.87,40,1428
2021-07-01 22:24:00,678493440,168,168,0.0,0.0,0.0,74.9,74.8,93.9,78.4,73.0,73.6,29.87,36,1433
2021-07-01 22:24:30,678493470,168,168,0.0,0.0,0.0,74.7,74.7,94.7,78.1,73.1,73.6,29.87,35,1418
2021-07-01 22:25:00,678493500,168,168,0.0,0.0,0.0,74.9,74.8,94.1,78.4,73.1,73.6,29.87,35,1428
2021-07-01 22:25:30,678493530,168,168,0.0,0.0,0.0,74.6,74.7,95.3,78.3,73.1,73.6,29.88,35,1413
2021-07-01 22:26:00,678493560,168,168,0.0,0.0,0.0,74.4,74.5,95.5,78.1,73.1,73.4,29.87,36,1408
2021-07-01 22:26:30,678493590,168,168,0.0,0.0,0.0,74.6,74.7,95.5,78.3,73.2,73.6,29.87,40,1418
2021-07-01 22:27:00,678493620,168,168,0.0,0.0,0.0,74.6,74.7,95.8,78.3,73.4,73.8,29.87,40,1426
2021-07-01 22:27:30,678493650,168,168,0.0,0.0,0.0,74.5,74.5,96.0,78.1,73.3,73.8,29.87,35,1411
2021-07-01 22:28:00,678493680,168,168,0.0,0.0,0.0,74.4,74.3,95.8,77.7,73.1,73.4,29.87,36,1401
2021-07-01 22:28:30,678493710,168,168,0.0,0.0,0.0,74.5,74.5,96.0,78.1,73.3,73.6,29.87,36,1411
2021-07-01 22:29:00,678493740,168,168,0.0,0.0,0.0,74.4,74.5,95.8,78.1,73.2,73.6,29.87,36,1408
2021-07-01 22:29:30,678493770,168,168,0.0,0.0,0.0,74.7,74.7,94.6,78.1,73.0,73.6,29.88,35,1416
2021-07-01 22:30:00,678493800,168,168,0.0,0.0,0.0,74.3,74.3,95.7,77.7,73.0,73.4,29.87,35,1396
2021-07-01 22:30:30,678493830,168,168,0.0,0.0,0.0,74.7,74.7,94.5,78.1,73.0,73.6,29.87,35,1418
2021-07-01 22:31:00,678493860,168,168,0.0,0.0,0.0,74.6,74.7,94.6,78.1,73.0,73.6,29.87,35,1416
2021-07-01 22:31:30,678493890,167,167,0.0,0.0,0.0,74.6,74.7,96.2,78.3,73.4,73.8,29.87,36,1418
2021-07-01 22:32:00,678493920,167,167,0.0,0.0,0.0,74.8,74.8,94.8,78.4,73.2,73.6,29.87,36,1433
2021-07-01 22:32:30,678493950,168,168,0.0,0.0,0.0,74.5,74.5,95.8,78.1,73.2,73.6,29.87,40,1413
2021-07-01 22:33:00,678493980,168,168,0.0,0.0,0.0,74.5,74.5,95.1,78.1,73.0,73.4,29.88,31,1398
2021-07-01 22:33:30,678494010,168,168,0.0,0.0,0.0,74.5,74.5,95.3,78.1,73.1,73.4,29.87,40,1413
2021-07-01 22:34:00,678494040,168,168,0.0,0.0,0.0,74.4,74.5,95.4,78.1,73.0,73.4,29.87,35,1398
2021-07-01 22:34:30,678494070,168,168,0.0,0.0,0.0,74.4,74.5,95.8,78.1,73.1,73.6,29.88,35,1401
2021-07-01 22:35:00,678494100,168,168,0.0,0.0,0.0,74.4,74.3,95.5,77.7,73.0,73.4,29.87,35,1394
2021-07-01 22:35:30,678494130,168,168,0.0,0.0,0.0,74.5,74.5,96.0,78.1,73.3,73.6,29.87,41,1418
2021-07-01 22:36:00,678494160,168,168,0.0,0.0,0.0,74.3,74.3,95.8,77.7,73.0,73.4,29.87,35,1394
2021-07-01 22:36:30,678494190,168,168,0.0,0.0,0.0,74.4,74.3,95.7,77.7,73.1,73.4,29.88,28,1391
2021-07-01 22:37:00,678494220,168,168,0.0,0.0,0.0,74.4,74.5,96.0,78.1,73.2,73.6,29.87,35,1401
2021-07-01 22:37:30,678494250,168,168,0.0,0.0,0.0,74.5,74.5,96.0,78.1,73.3,73.6,29.87,35,1408
2021-07-01 22:38:00,678494280,168,168,0.0,0.0,0.0,74.4,74.5,95.9,78.1,73.2,73.6,29.88,35,1401
2021-07-01 22:38:30,678494310,168,168,0.0,0.0,0.0,74.3,74.3,96.0,77.7,73.1,73.4,29.88,31,1391
2021-07-01 22:39:00,678494340,168,168,0.0,0.0,0.0,74.2,74.1,96.2,77.5,73.0,73.4,29.87,40,1391
2021-07-01 22:39:30,678494370,168,168,0.0,0.0,0.0,74.1,74.1,96.1,77.5,72.9,73.2,29.87,35,1379
2021-07-01 22:40:00,678494400,168,168,0.0,0.0,0.0,74.4,74.5,96.3,78.1,73.3,73.6,29.88,31,1396
2021-07-01 22:40:30,678494430,168,168,0.0,0.0,0.0,74.1,74.1,96.3,77.5,73.0,73.4,29.87,35,1377
2021-07-01 22:41:00,678494460,168,168,0.0,0.0,0.0,74.2,74.3,96.4,77.9,73.1,73.4,29.88,35,1389
2021-07-01 22:41:30,678494490,167,167,0.0,0.0,0.0,74.3,74.3,95.9,77.7,73.0,73.4,29.87,36,1396
2021-07-01 22:42:00,678494520,168,168,0.0,0.0,0.0,74.2,74.1,96.2,77.5,73.0,73.4,29.88,31,1379
2021-07-01 22:42:30,678494550,168,168,0.0,0.0,0.0,74.4,74.5,94.9,77.9,72.8,73.4,29.87,35,1398
2021-07-01 22:43:00,678494580,168,168,0.0,0.0,0.0,74.1,74.1,96.0,77.5,72.9,73.2,29.88,35,1377
2021-07-01 22:43:30,678494610,168,168,0.0,0.0,0.0,74.1,74.1,96.2,77.5,72.9,73.2,29.88,35,1377
2021-07-01 22:44:00,678494640,168,168,0.0,0.0,0.0,74.2,74.1,96.4,77.5,73.1,73.4,29.88,31,1379
2021-07-01 22:44:30,678494670,168,168,0.0,0.0,0.0,74.1,74.1,96.2,77.5,73.0,73.4,29.88,35,1377
2021-07-01 22:45:00,678494700,168,168,0.0,0.0,0.0,74.2,74.1,96.3,77.5,73.1,73.4,29.88,35,1384
2021-07-01 22:45:30,678494730,168,168,0.0,0.0,0.0,74.1,74.1,96.2,77.5,73.0,73.4,29.87,35,1377
2021-07-01 22:46:00,678494760,168,168,0.0,0.0,0.0,74.1,74.1,96.4,77.5,73.0,73.4,29.88,35,1377
2021-07-01 22:46:30,678494790,168,168,0.0,0.0,0.0,74.2,74.1,96.4,77.5,73.1,73.4,29.88,35,1384
2021-07-01 22:47:00,678494820,168,168,0.0,0.0,0.0,74.1,74.1,96.3,77.5,73.0,73.4,29.88,35,1377
2021-07-01 22:47:30,678494850,168,168,0.0,0.0,0.0,74.1,74.1,96.6,77.5,73.1,73.4,29.87,36,1384
2021-07-01 22:48:00,678494880,168,168,0.0,0.0,0.0,74.1,74.1,96.6,77.5,73.1,73.4,29.88,28,1377
2021-07-01 22:48:30,678494910,168,168,0.0,0.0,0.0,73.9,73.9,96.6,77.4,72.9,73.2,29.88,31,1367
2021-07-01 22:49:00,678494940,168,168,0.0,0.0,0.0,74.0,73.9,96.6,77.4,72.9,73.2,29.88,31,1367
2021-07-01 22:49:30,678494970,168,168,0.0,0.0,0.0,74.1,74.1,95.7,77.5,72.8,73.2,29.88,31,1377
2021-07-01 22:50:00,678495000,168,168,0.0,0.0,0.0,73.9,73.9,96.3,77.4,72.8,73.2,29.88,27,1352
2021-07-01 22:50:30,678495030,168,168,0.0,0.0,0.0,74.1,74.1,95.5,77.5,72.7,73.0,29.88,28,1369
2021-07-01 22:51:00,678495060,168,168,0.0,0.0,0.0,73.9,73.9,96.8,77.4,72.9,73.2,29.88,31,1359
2021-07-01 22:51:30,678495090,168,168,0.0,0.0,0.0,73.9,73.9,96.9,77.4,72.9,73.2,29.88,31,1359
2021-07-01 22:52:00,678495120,168,168,0.0,0.0,0.0,73.7,73.8,96.8,77.0,72.7,73.0,29.88,28,1347
2021-07-01 22:52:30,678495150,168,168,0.0,0.0,0.0,73.8,73.8,96.7,77.0,72.8,73.0,29.87,35,1355
2021-07-01 22:53:00,678495180,168,168,0.0,0.0,0.0,73.8,73.8,96.7,77.0,72.8,73.0,29.88,27,1350
2021-07-01 22:53:30,678495210,168,168,0.0,0.0,0.0,73.8,73.8,96.4,77.0,72.7,73.0,29.87,36,1359
2021-07-01 22:54:00,678495240,168,168,0.0,0.0,0.0,73.8,73.8,96.7,77.0,72.8,73.0,29.88,31,1357
2021-07-01 22:54:30,678495270,168,168,0.0,0.0,0.0,73.9,73.9,97.1,77.4,73.1,73.4,29.87,35,1367
2021-07-01 22:55:00,678495300,168,168,0.0,0.0,0.0,73.8,73.8,97.1,77.0,73.0,73.2,29.88,31,1357
2021-07-01 22:55:30,678495330,168,168,0.0,0.0,0.0,73.7,73.8,96.7,77.0,72.7,73.0,29.88,28,1345
2021-07-01 22:56:00,678495360,168,168,0.0,0.0,0.0,73.7,73.8,96.9,77.0,72.8,73.0,29.87,35,1355
2021-07-01 22:56:30,678495390,167,167,0.0,0.0,0.0,74.1,74.1,96.5,77.5,73.1,73.4,29.88,28,1377
2021-07-01 22:57:00,678495420,167,167,0.0,0.0,0.0,73.9,73.9,96.6,77.4,72.8,73.2,29.88,27,1355
2021-07-01 22:57:30,678495450,168,168,0.0,0.0,0.0,73.8,73.8,96.7,77.0,72.7,73.0,29.88,31,1352
2021-07-01 22:58:00,678495480,168,168,0.0,0.0,0.0,73.8,73.8,96.3,77.0,72.7,73.0,29.88,28,1350
2021-07-01 22:58:30,678495510,168,168,0.0,0.0,0.0,73.8,73.8,96.4,77.0,72.8,73.0,29.88,27,1347
2021-07-01 22:59:00,678495540,168,168,0.0,0.0,0.0,73.9,73.9,97.1,77.4,73.1,73.4,29.88,28,1362
2021-07-01 22:59:30,678495570,168,168,0.0,0.0,0.0,73.9,73.9,97.1,77.4,73.1,73.4,29.87,36,1374
2021-07-01 23:00:00,678495600,168,168,0.0,0.0,0.0,74.0,73.9,95.8,77.2,72.7,73.0,29.88,28,1362
2021-07-01 23:00:30,678495630,168,168,0.0,0.0,0.0,73.7,73.8,97.4,77.0,73.0,73.2,29.88,31,1352
2021-07-01 23:01:00,678495660,168,168,0.0,0.0,0.0,73.8,73.8,96.3,77.0,72.6,73.0,29.88,28,1345
2021-07-01 23:01:30,678495690,168,168,0.0,0.0,0.0,73.8,73.8,96.0,77.0,72.6,73.0,29.88,27,1345
2021-07-01 23:02:00,678495720,168,168,0.0,0.0,0.0,73.5,73.6,97.2,76.8,72.7,72.9,29.87,35,1338
2021-07-01 23:02:30,678495750,168,168,0.0,0.0,0.0,73.5,73.4,97.4,76.6,72.7,72.9,29.88,28,1328
2021-07-01 23:03:00,678495780,168,168,0.0,0.0,0.0,73.5,73.4,97.5,76.8,72.7,72.9,29.88,35,1338
2021-07-01 23:03:30,678495810,168,168,0.0,0.0,0.0,73.5,73.4,97.6,76.8,72.7,72.9,29.88,28,1330
2021-07-01 23:04:00,678495840,168,168,0.0,0.0,0.0,73.4,73.4,97.5,76.8,72.7,72.9,29.88,28,1325
2021-07-01 23:04:30,678495870,168,168,0.0,0.0,0.0,73.7,73.8,96.3,77.0,72.6,73.0,29.88,35,1350
2021-07-01 23:05:00,678495900,168,168,0.0,0.0,0.0,73.7,73.8,97.4,77.0,72.9,73.0,29.88,28,1345
2021-07-01 23:05:30,678495930,168,168,0.0,0.0,0.0,73.7,73.8,97.3,77.0,72.9,73.0,29.87,35,1355
2021-07-01 23:06:00,678495960,168,168,0.0,0.0,0.0,73.5,73.6,97.7,77.0,72.8,73.0,29.88,35,1342
2021-07-01 23:06:30,678495990,168,168,0.0,0.0,0.0,73.4,73.4,97.6,76.8,72.7,72.9,29.87,36,1338
2021-07-01 23:07:00,678496020,168,168,0.0,0.0,0.0,73.3,73.4,97.7,76.8,72.7,72.9,29.88,35,1330
2021-07-01 23:07:30,678496050,168,168,0.0,0.0,0.0,73.5,73.6,98.0,77.0,72.9,73.0,29.87,35,1342
2021-07-01 23:08:00,678496080,168,168,0.0,0.0,0.0,73.3,73.4,97.8,76.8,72.7,72.9,29.88,28,1321
2021-07-01 23:08:30,678496110,168,168,0.0,0.0,0.0,73.3,73.4,98.1,76.8,72.7,72.9,29.88,28,1323
2021-07-01 23:09:00,678496140,168,168,0.0,0.0,0.0,73.5,73.6,98.1,77.0,72.9,73.0,29.87,35,1340
2021-07-01 23:09:30,678496170,168,168,0.0,0.0,0.0,73.3,73.4,98.1,76.8,72.8,72.9,29.88,35,1328
2021-07-01 23:10:00,678496200,168,168,0.0,0.0,0.0,73.6,73.6,96.8,76.8,72.6,72.9,29.88,35,1342
2021-07-01 23:10:30,678496230,168,168,0.0,0.0,0.0,73.3,73.2,97.9,76.5,72.6,72.9,29.87,35,1323
2021-07-01 23:11:00,678496260,168,168,0.0,0.0,0.0,73.3,73.4,98.2,76.8,72.8,73.0,29.87,36,1330
2021-07-01 23:11:30,678496290,168,168,0.0,0.0,0.0,73.3,73.2,98.1,76.5,72.7,72.9,29.87,35,1323
2021-07-01 23:12:00,678496320,168,168,0.0,0.0,0.0,73.6,73.6,96.8,76.8,72.6,72.9,29.87,35,1345
2021-07-01 23:12:30,678496350,168,168,0.0,0.0,0.0,73.4,73.4,98.2,76.8,72.9,73.0,29.88,35,1333
2021-07-01 23:13:00,678496380,168,168,0.0,0.0,0.0,73.6,73.6,96.9,76.8,72.6,72.9,29.87,35,1342
2021-07-01 23:13:30,678496410,168,168,0.0,0.0,0.0,73.2,73.2,98.2,76.5,72.7,72.9,29.87,36,1323
2021-07-01 23:14:00,678496440,168,168,0.0,0.0,0.0,73.3,73.2,98.1,76.5,72.7,72.9,29.87,35,1321
2021-07-01 23:14:30,678496470,168,168,0.0,0.0,0.0,73.2,73.2,98.4,76.5,72.7,72.9,29.88,31,1313
2021-07-01 23:15:00,678496500,168,168,0.0,0.0,0.0,73.5,73.6,97.0,76.8,72.6,72.9,29.87,36,1342
2021-07-01 23:15:30,678496530,168,168,0.0,0.0,0.0,73.2,73.2,98.4,76.5,72.7,72.9,29.87,36,1321
2021-07-01 23:16:00,678496560,168,168,0.0,0.0,0.0,73.4,73.4,97.9,76.8,72.8,73.0,29.87,35,1335
2021-07-01 23:16:30,678496590,168,168,0.0,0.0,0.0,73.3,73.2,97.9,76.5,72.6,72.9,29.88,35,1323
2021-07-01 23:17:00,678496620,168,168,0.0,0.0,0.0,73.2,73.2,98.1,76.5,72.6,72.9,29.88,35,1318
2021-07-01 23:17:30,678496650,168,168,0.0,0.0,0.0,73.3,73.4,98.5,76.8,72.9,73.0,29.88,35,1328
2021-07-01 23:18:00,678496680,168,168,0.0,0.0,0.0,73.2,73.2,98.1,76.5,72.6,72.9,29.88,35,1318
2021-07-01 23:18:30,678496710,168,168,0.0,0.0,0.0,73.1,73.2,98.3,76.5,72.6,72.9,29.88,31,1311
2021-07-01 23:19:00,678496740,168,168,0.0,0.0,0.0,73.3,73.2,97.7,76.5,72.6,72.9,29.87,35,1323
2021-07-01 23:19:30,678496770,168,168,0.0,0.0,0.0,73.3,73.4,98.3,76.8,72.8,73.0,29.88,35,1330
2021-07-01 23:20:00,678496800,168,168,0.0,0.0,0.0,73.2,73.2,98.3,76.5,72.7,72.9,29.88,35,1318
2021-07-01 23:20:30,678496830,168,168,0.0,0.0,0.0,73.2,73.2,98.3,76.5,72.7,72.9,29.88,35,1318
2021-07-01 23:21:00,678496860,168,168,0.0,0.0,0.0,73.2,73.2,98.4,76.5,72.7,72.9,29.87,35,1318
2021-07-01 23:21:30,678496890,168,168,0.0,0.0,0.0,73.2,73.2,98.4,76.5,72.7,72.9,29.87,36,1321
2021-07-01 23:22:00,678496920,168,168,0.0,0.0,0.0,73.2,73.2,98.6,76.5,72.8,72.9,29.88,35,1323
2021-07-01 23:22:30,678496950,168,168,0.0,0.0,0.0,73.4,73.4,97.5,76.8,72.7,72.9,29.88,31,1333
2021-07-01 23:23:00,678496980,168,168,0.0,0.0,0.0,73.5,73.6,97.4,76.8,72.7,72.9,29.87,36,1340
2021-07-01 23:23:30,678497010,168,168,0.0,0.0,0.0,73.4,73.4,99.1,76.8,73.1,73.2,29.87,36,1338
2021-07-01 23:24:00,678497040,168,168,0.0,0.0,0.0,73.3,73.4,99.1,76.8,73.0,73.2,29.87,36,1335
2021-07-01 23:24:30,678497070,168,168,0.0,0.0,0.0,73.4,73.4,98.3,76.8,72.9,73.0,29.88,31,1328
2021-07-01 23:25:00,678497100,168,168,0.0,0.0,0.0,73.3,73.4,99.0,76.8,73.0,73.2,29.88,35,1333
2021-07-01 23:25:30,678497130,168,168,0.0,0.0,0.0,73.5,73.4,97.6,76.8,72.7,72.9,29.87,35,1338
2021-07-01 23:26:00,678497160,168,168,0.0,0.0,0.0,73.2,73.2,98.8,76.6,72.9,72.9,29.88,31,1321
2021-07-01 23:26:30,678497190,168,168,0.0,0.0,0.0,73.3,73.4,99.1,76.8,73.1,73.2,29.88,35,1333
2021-07-01 23:27:00,678497220,168,168,0.0,0.0,0.0,73.3,73.4,99.1,76.8,73.1,73.2,29.88,35,1333
2021-07-01 23:27:30,678497250,168,168,0.0,0.0,0.0,73.3,73.2,99.1,76.6,73.0,73.0,29.88,31,1323
2021-07-01 23:28:00,678497280,168,168,0.0,0.0,0.0,73.4,73.4,97.9,76.8,72.8,73.0,29.88,35,1333
2021-07-01 23:28:30,678497310,168,168,0.0,0.0,0.0,73.2,73.2,98.8,76.6,72.9,72.9,29.88,35,1323
2021-07-01 23:29:00,678497340,168,168,0.0,0.0,0.0,73.1,73.0,98.8,76.3,72.8,72.7,29.88,31,1311
2021-07-01 23:29:30,678497370,168,168,0.0,0.0,0.0,73.1,73.0,98.9,76.3,72.8,72.7,29.88,35,1313
2021-07-01 23:30:00,678497400,168,168,0.0,0.0,0.0,73.2,73.2,98.3,76.5,72.7,72.9,29.88,35,1321
2021-07-01 23:30:30,678497430,168,168,0.0,0.0,0.0,73.1,73.0,98.8,76.3,72.7,72.7,29.88,31,1311
2021-07-01 23:31:00,678497460,168,168,0.0,0.0,0.0,73.1,73.0,99.0,76.3,72.8,72.9,29.88,28,1308
2021-07-01 23:31:30,678497490,168,168,0.0,0.0,0.0,73.3,73.2,99.1,76.6,73.0,73.0,29.87,35,1325
2021-07-01 23:32:00,678497520,168,168,0.0,0.0,0.0,73.1,73.0,99.0,76.3,72.8,72.9,29.88,31,1311
2021-07-01 23:32:30,678497550,168,168,0.0,0.0,0.0,73.4,73.4,97.9,76.8,72.8,73.0,29.88,28,1325
2021-07-01 23:33:00,678497580,168,168,0.0,0.0,0.0,73.1,73.0,98.9,76.3,72.7,72.7,29.88,27,1301
2021-07-01 23:33:30,678497610,168,168,0.0,0.0,0.0,73.3,73.4,99.0,76.8,73.0,73.2,29.88,31,1328
2021-07-01 23:34:00,678497640,168,168,0.0,0.0,0.0,73.1,73.0,99.1,76.3,72.8,72.9,29.88,28,1304
2021-07-01 23:34:30,678497670,168,168,0.0,0.0,0.0,73.2,73.2,99.5,76.6,73.1,73.0,29.88,28,1318
2021-07-01 23:35:00,678497700,168,168,0.0,0.0,0.0,73.2,73.2,99.5,76.6,73.1,73.0,29.88,35,1325
2021-07-01 23:35:30,678497730,168,168,0.0,0.0,0.0,73.0,73.0,99.2,76.3,72.7,72.7,29.88,28,1299
2021-07-01 23:36:00,678497760,168,168,0.0,0.0,0.0,73.0,73.0,99.3,76.3,72.8,72.9,29.88,28,1304
2021-07-01 23:36:30,678497790,168,168,0.0,0.0,0.0,73.3,73.4,98.3,76.8,72.8,73.0,29.87,35,1328
2021-07-01 23:37:00,678497820,168,168,0.0,0.0,0.0,73.1,73.2,98.7,76.5,72.7,72.9,29.88,28,1311
2021-07-01 23:37:30,678497850,168,168,0.0,0.0,0.0,73.1,73.0,99.4,76.3,73.0,73.0,29.88,35,1316
2021-07-01 23:38:00,678497880,168,168,0.0,0.0,0.0,73.2,73.2,99.3,76.6,73.0,73.0,29.88,31,1318
2021-07-01 23:38:30,678497910,168,168,0.0,0.0,0.0,73.2,73.2,99.3,76.6,73.0,73.0,29.88,31,1316
2021-07-01 23:39:00,678497940,168,168,0.0,0.0,0.0,73.0,73.0,99.1,76.3,72.8,72.9,29.88,31,1306
2021-07-01 23:39:30,678497970,168,168,0.0,0.0,0.0,73.2,73.2,99.2,76.6,73.0,73.0,29.88,28,1316
2021-07-01 23:40:00,678498000,168,168,0.0,0.0,0.0,73.2,73.2,99.5,76.6,73.1,73.0,29.87,36,1325
