FORMATTED DATE-TIME,DT,MG,TR,WS,CW,HW,TP,WC,RH,HI,DP,WB,BP,AL,DA,,,
YYYY-MM-DD HH:MM:SS,s,Mag,TRUE,mph,mph,mph,°F,°F,%,°F,°F,°F,inHg,ft,ft,,,
7/1/2021 10:58,678452280,202,202,0,0,0,90,90,68.5,106.7,78.2,81,29.93,-16,2370,,,
7/1/2021 10:58,678452310,182,182,0,0,0,88.2,88.2,76.6,105.4,79.9,81.9,29.93,-20,2285,,,
7/1/2021 10:59,678452340,177,177,0,0,0,84.9,84.9,84.8,100,79.8,81,29.94,-25,2075,,,
7/1/2021 10:59,678452370,174,174,0,0,0,85.8,85.8,82.5,101.7,79.8,81.3,29.93,-20,2130,,temp,77.37907588
7/1/2021 11:00,678452400,175,175,1.1,0.1,-1.1,84.2,84.2,84.6,97.9,79,80.2,29.94,-25,2020,,WS,0.036739294
7/1/2021 11:00,678452430,175,175,1.6,0.2,-1.6,82.2,82.2,88.2,93,78.4,79.3,29.93,-21,1889,,hum,92.04444027
7/1/2021 11:01,678452460,174,174,0,0,0,81.7,81.7,89.5,92.1,78.4,79.2,29.93,-20,1862,,windDir,171.0552216
7/1/2021 11:01,678452490,174,174,0,0,0,83.9,83.8,85.2,97,79,80.2,29.93,-20,2002,,,
7/1/2021 11:02,678452520,173,173,0,0,0,84.4,84.4,83.4,97.9,78.9,80.2,29.93,-20,2032,,,
7/1/2021 11:02,678452550,174,174,0,0,0,83.7,83.7,85.4,96.4,78.8,80.1,29.94,-21,1983,,,
7/1/2021 11:03,678452580,174,174,0,0,0,83.1,83.1,85.9,95,78.4,79.5,29.93,-20,1948,,,
7/1/2021 11:03,678452610,174,174,0,0,0,84.2,84.2,83.3,97.3,78.6,80.1,29.93,-20,2015,,,
7/1/2021 11:04,678452640,174,174,0,0,0,83.5,83.5,86.1,96.1,78.9,79.9,29.93,-20,1975,,,
7/1/2021 11:04,678452670,174,174,0,0,0,84.1,84,84,97.2,78.7,79.9,29.93,-20,2010,,,
7/1/2021 11:05,678452700,174,174,0,0,0,84.2,84.2,83.7,97.5,78.8,80.1,29.93,-21,2020,,,
7/1/2021 11:05,678452730,174,174,0,0,0,83.7,83.7,84.8,96.3,78.6,79.9,29.93,-20,1988,,,
7/1/2021 11:06,678452760,174,174,0,0,0,84,84,85.8,97.7,79.3,80.4,29.93,-20,2015,,,
7/1/2021 11:06,678452790,173,173,0,0,0,84.6,84.6,83.4,98.4,79,80.2,29.94,-25,2037,,,
7/1/2021 11:07,678452820,174,174,0,0,0,84.3,84.4,83.6,97.9,78.8,80.2,29.93,-20,2030,,,
7/1/2021 11:07,678452850,174,174,0,0,0,83.7,83.7,84,96.1,78.4,79.7,29.93,-20,1985,,,
7/1/2021 11:08,678452880,173,173,0,0,0,84.3,84.4,83,97.7,78.6,80.1,29.94,-21,2022,,,
7/1/2021 11:08,678452910,173,173,1.5,0.2,-1.5,82.8,82.8,86.8,94.1,78.4,79.5,29.94,-25,1921,,,
7/1/2021 11:09,678452940,174,174,0.9,0.1,-0.9,83.2,83.3,84.5,95,78.1,79.3,29.94,-21,1946,,,
7/1/2021 11:09,678452970,172,172,0,0,0,84.3,84.2,81.9,96.6,78.1,79.5,29.93,-21,2012,,,
7/1/2021 11:10,678453000,171,171,0,0,0,84.1,84.2,83.5,97.3,78.6,80.1,29.93,-20,2012,,,
7/1/2021 11:10,678453030,175,175,0,0,0,83.4,83.5,84.6,95.7,78.3,79.5,29.94,-25,1960,,,
7/1/2021 11:11,678453060,175,175,0,0,0,83.4,83.5,84,95.5,78.1,79.3,29.94,-28,1956,,,
7/1/2021 11:11,678453090,174,174,0,0,0,82.8,82.8,86,93.9,78.2,79.3,29.93,-20,1926,,,
7/1/2021 11:12,678453120,174,174,0.9,0.1,-0.9,82.1,82,87.5,92.1,78,79,29.94,-28,1869,,,
7/1/2021 11:12,678453150,174,174,1,0.1,-1,81.3,81.3,88.5,90.9,77.6,78.4,29.94,-25,1815,,,
7/1/2021 11:13,678453180,175,175,1,0.1,-1,81.7,81.7,87.7,91.6,77.7,78.8,29.93,-20,1854,,,
7/1/2021 11:13,678453210,174,174,0,0,0,82.5,82.6,87.6,93.9,78.5,79.5,29.93,-16,1919,,,
7/1/2021 11:14,678453240,173,173,0,0,0,83.6,83.7,85.1,96.3,78.7,79.9,29.94,-21,1980,,,
7/1/2021 11:14,678453270,174,174,0,0,0,83.9,83.8,83.5,96.3,78.4,79.7,29.94,-30,1983,,,
7/1/2021 11:15,678453300,174,174,0,0,0,83.7,83.7,84.3,96.1,78.4,79.7,29.93,-20,1980,,,
7/1/2021 11:15,678453330,174,174,0,0,0,83.5,83.5,84,95.5,78.2,79.5,29.94,-21,1968,,,
7/1/2021 11:16,678453360,174,174,0,0,0,83.8,83.8,84.5,96.6,78.6,79.9,29.93,-20,1988,,,
7/1/2021 11:16,678453390,174,174,0,0,0,84,84,83.2,96.6,78.4,79.9,29.94,-21,2000,,,
7/1/2021 11:17,678453420,174,174,0,0,0,85.1,85.1,82.2,99.5,79,80.4,29.94,-21,2075,,,
7/1/2021 11:17,678453450,174,174,0,0,0,86.1,86.2,79.9,101.5,79.1,80.8,29.93,-20,2145,,,
7/1/2021 11:18,678453480,174,174,0,0,0,86.6,86.5,80,102.6,79.7,81.3,29.94,-25,2175,,,
7/1/2021 11:18,678453510,173,173,0,0,0,86.1,86,82.5,102.2,80.1,81.5,29.94,-28,2147,,,
7/1/2021 11:19,678453540,173,173,0,0,0,87,87.1,80,104,80.1,81.7,29.93,-21,2210,,,
7/1/2021 11:19,678453570,174,174,0,0,0,86.5,86.5,81.1,103.3,80,81.5,29.94,-21,2175,,,
7/1/2021 11:20,678453600,174,174,0,0,0,86.2,86.2,81.6,102.4,79.9,81.3,29.93,-20,2162,,,
7/1/2021 11:20,678453630,174,174,1,0.1,-1,85.2,85.3,81.2,99.5,78.8,80.2,29.94,-21,2077,,,
7/1/2021 11:21,678453660,175,175,1.5,0.1,-1.5,84.6,84.6,82.1,97.9,78.5,79.9,29.94,-25,2032,,,
7/1/2021 11:21,678453690,174,174,0,0,0,82.9,82.9,84.7,94.1,77.8,79,29.94,-25,1921,,,
7/1/2021 11:22,678453720,174,174,1.8,0.2,-1.7,83.7,83.7,84,96.1,78.3,79.5,29.94,-25,1975,,,
7/1/2021 11:22,678453750,173,173,0.8,0.1,-0.8,82.1,82,86.7,91.9,77.7,78.8,29.93,-20,1877,,,
7/1/2021 11:23,678453780,173,173,0,0,0,82.4,82.4,85.7,92.7,77.6,79,29.93,-20,1894,,,
7/1/2021 11:23,678453810,175,175,0,0,0,84.2,84.2,82.1,96.8,78.2,79.7,29.93,-21,2010,,,
7/1/2021 11:24,678453840,175,175,0,0,0,84.2,84.2,82.4,97,78.3,79.7,29.94,-25,2007,,,
7/1/2021 11:24,678453870,173,173,0,0,0,84.9,84.9,80.8,98.4,78.3,79.9,29.94,-25,2050,,,
7/1/2021 11:25,678453900,174,174,0,0,0,85.1,85.1,80.4,98.8,78.4,80.1,29.94,-25,2065,,,
7/1/2021 11:25,678453930,175,175,0,0,0,84.6,84.6,80.7,97.2,78,79.7,29.94,-25,2030,,,
7/1/2021 11:26,678453960,175,175,0,0,0,84.4,84.4,81.2,97,78,79.5,29.93,-16,2022,,,
7/1/2021 11:26,678453990,174,174,0,0,0,83.7,83.7,82.9,95.5,77.9,79.3,29.94,-21,1973,,,
7/1/2021 11:27,678454020,174,174,0,0,0,84.9,84.9,82.2,99,78.8,80.2,29.93,-20,2062,,,
7/1/2021 11:27,678454050,175,175,0,0,0,85.6,85.6,79.6,99.9,78.5,80.2,29.94,-21,2102,,,
7/1/2021 11:28,678454080,175,175,0,0,0,84.1,84,82.4,96.4,78.1,79.5,29.93,-20,2000,,,
7/1/2021 11:28,678454110,174,174,0,0,0,84.7,84.7,81.2,98.1,78.3,79.9,29.93,-20,2045,,,
7/1/2021 11:29,678454140,175,175,0,0,0,85.8,85.8,79.2,100.2,78.6,80.2,29.93,-20,2117,,,
7/1/2021 11:29,678454170,175,175,0,0,0,85.2,85.1,78.9,98.1,77.9,79.7,29.94,-25,2062,,,
7/1/2021 11:30,678454200,174,174,0,0,0,83.8,83.8,82.3,95.9,77.8,79.3,29.93,-20,1980,,,
7/1/2021 11:30,678454230,174,174,0,0,0,85.3,85.3,79.9,99,78.4,80.1,29.94,-21,2080,,,
7/1/2021 11:31,678454260,174,174,1.1,0.1,-1.1,84.1,84,82.8,96.6,78.2,79.7,29.93,-20,2005,,,
7/1/2021 11:31,678454290,174,174,0,0,0,84.3,84.2,82.1,96.8,78.2,79.7,29.94,-25,2007,,,
7/1/2021 11:32,678454320,173,173,0,0,0,86.6,86.7,78.8,102.4,79.3,81.1,29.94,-25,2175,,,
7/1/2021 11:32,678454350,173,173,0,0,0,86,86,79.7,100.9,79,80.6,29.93,-20,2135,,,
7/1/2021 11:33,678454380,174,174,0,0,0,84.3,84.2,83.7,97.5,78.8,80.1,29.94,-21,2022,,,
7/1/2021 11:33,678454410,176,176,0,0,0,84.1,84,83,96.6,78.3,79.7,29.94,-21,2002,,,
7/1/2021 11:34,678454440,175,175,0.9,0.1,-0.9,82.1,82.2,85.9,92.3,77.5,78.8,29.93,-20,1877,,,
7/1/2021 11:34,678454470,174,174,0,0,0,82.9,82.9,84.8,94.1,77.9,79.2,29.93,-20,1928,,,
7/1/2021 11:35,678454500,177,177,0,0,0,83.1,83.1,85.5,94.8,78.3,79.5,29.93,-20,1946,,,
7/1/2021 11:35,678454530,177,177,0,0,0,82.3,82.4,85.6,92.7,77.6,78.8,29.93,-20,1889,,,
7/1/2021 11:36,678454560,175,175,0,0,0,82.8,82.8,84.5,93.4,77.6,79,29.93,-21,1911,,,
7/1/2021 11:36,678454590,174,174,0,0,0,83.9,83.8,83.4,96.3,78.3,79.7,29.94,-21,1990,,,
7/1/2021 11:37,678454620,174,174,0,0,0,83.2,83.3,83,94.5,77.5,79,29.94,-21,1938,,,
7/1/2021 11:37,678454650,175,175,0,0,0,82.7,82.6,83.9,92.7,77.3,78.6,29.94,-28,1894,,,
7/1/2021 11:38,678454680,174,174,0,0,0,83.3,83.3,83.2,94.5,77.7,79.2,29.93,-21,1943,,,
7/1/2021 11:38,678454710,174,174,0,0,0,82.6,82.6,84.6,93,77.5,78.8,29.94,-25,1901,,,
7/1/2021 11:39,678454740,173,173,0,0,0,83.5,83.5,83.9,95.4,78.1,79.3,29.93,-21,1963,,,
7/1/2021 11:39,678454770,174,174,0.9,0.1,-0.9,83.9,83.8,82.3,95.9,77.9,79.3,29.94,-25,1978,,,
7/1/2021 11:40,678454800,176,176,0,0,0,84,84,82.4,96.4,78,79.5,29.94,-25,1988,,,
7/1/2021 11:40,678454830,175,175,0,0,0,84.6,84.6,81.2,97.5,78.2,79.9,29.93,-21,2032,,,
7/1/2021 11:41,678454860,173,173,0,0,0,84.5,84.6,80.4,97.2,77.7,79.5,29.93,-20,2022,,,
7/1/2021 11:41,678454890,174,174,0,0,0,83.9,83.8,82.3,95.9,77.9,79.3,29.94,-28,1978,,,
7/1/2021 11:42,678454920,174,174,1.1,0.1,-1,83.6,83.7,83.4,95.7,78.1,79.5,29.93,-20,1973,,,
7/1/2021 11:42,678454950,174,174,0,0,0,84.3,84.2,81.4,96.4,78,79.5,29.93,-20,2010,,,
7/1/2021 11:43,678454980,173,173,0,0,0,84.7,84.7,82.2,98.4,78.6,80.1,29.93,-20,2047,,,
7/1/2021 11:43,678455010,172,172,0.7,0.1,-0.7,84.4,84.4,81,97,77.9,79.5,29.94,-21,2015,,,
7/1/2021 11:44,678455040,173,173,0,0,0,84.5,84.6,79.8,97,77.6,79.3,29.94,-21,2020,,,
7/1/2021 11:44,678455070,174,174,0,0,0,83.8,83.8,82.1,95.7,77.7,79.3,29.93,-20,1978,,,
7/1/2021 11:45,678455100,174,174,0,0,0,83.8,83.8,82.7,95.9,77.9,79.3,29.93,-20,1985,,,
7/1/2021 11:45,678455130,174,174,0,0,0,84.9,84.9,80.4,98.2,78.2,79.9,29.94,-21,2050,,,
7/1/2021 11:46,678455160,174,174,0,0,0,85.5,85.5,79.5,99.3,78.4,80.1,29.94,-28,2085,,,
7/1/2021 11:46,678455190,174,174,0,0,0,84.2,84.2,83,97.2,78.5,79.9,29.94,-25,2012,,,
7/1/2021 11:47,678455220,174,174,0,0,0,85.5,85.5,80.6,99.9,78.9,80.4,29.93,-20,2105,,,
7/1/2021 11:47,678455250,174,174,0,0,0,85.7,85.6,81.7,100.8,79.4,80.8,29.94,-28,2112,,,
7/1/2021 11:48,678455280,175,175,0,0,0,86.3,86.4,79.5,101.8,79.2,80.8,29.94,-25,2150,,,
7/1/2021 11:48,678455310,175,175,0,0,0,85.9,86,79.8,101.1,78.9,80.6,29.94,-21,2130,,,
7/1/2021 11:49,678455340,174,174,0,0,0,84.3,84.4,82,97.2,78.2,79.7,29.94,-21,2017,,,
7/1/2021 11:49,678455370,174,174,0,0,0,85.9,86,78.6,100.4,78.5,80.2,29.94,-21,2125,,,
7/1/2021 11:50,678455400,175,175,1,0.1,-1,82.9,82.9,82.9,93.4,77.1,78.6,29.94,-25,1911,,,
7/1/2021 11:50,678455430,176,176,0,0,0,83.6,83.7,83.1,95.5,78,79.3,29.94,-25,1968,,,
7/1/2021 11:51,678455460,176,176,0.8,0.1,-0.8,83,82.9,83.2,93.4,77.3,78.8,29.93,-20,1923,,,
7/1/2021 11:51,678455490,174,174,0,0,0,84.9,84.9,79.4,97.7,77.8,79.5,29.93,-20,2047,,,
7/1/2021 11:52,678455520,174,174,0,0,0,84,84,81.2,95.9,77.6,79.2,29.93,-20,1990,,,
7/1/2021 11:52,678455550,175,175,1.2,0.1,-1.1,84.4,84.4,79.9,96.4,77.5,79.3,29.94,-28,2007,,,
7/1/2021 11:53,678455580,175,175,1,0.1,-1,82.2,82.2,83.4,91.6,76.7,78.1,29.93,-20,1867,,,
7/1/2021 11:53,678455610,174,174,0,0,0,82.9,82.9,82.7,93.2,77.1,78.6,29.94,-21,1919,,,
7/1/2021 11:54,678455640,174,174,0,0,0,82.2,82.2,84,91.8,76.9,78.3,29.93,-20,1872,,,
7/1/2021 11:54,678455670,174,174,0,0,0,83.5,83.5,82.6,94.8,77.6,79.2,29.94,-25,1956,,,
7/1/2021 11:55,678455700,174,174,0,0,0,84.1,84,80.4,95.7,77.4,79,29.93,-16,1995,,,
7/1/2021 11:55,678455730,174,174,0,0,0,82.5,82.4,83.8,92.1,77.1,78.4,29.93,-16,1891,,,
7/1/2021 11:56,678455760,174,174,0,0,0,83.4,83.3,82.2,94.3,77.4,78.8,29.93,-20,1948,,,
7/1/2021 11:56,678455790,174,174,0,0,0,83.1,83.1,82.9,93.9,77.3,78.8,29.94,-25,1928,,,
7/1/2021 11:57,678455820,174,174,0,0,0,83.2,83.1,83.3,94.1,77.6,79,29.93,-20,1938,,,
7/1/2021 11:57,678455850,174,174,0,0,0,83.9,83.8,81.4,95.5,77.6,79.2,29.93,-20,1983,,,
7/1/2021 11:58,678455880,174,174,0,0,0,83.8,83.8,82.1,95.7,77.8,79.3,29.94,-21,1978,,,
7/1/2021 11:58,678455910,174,174,0,0,0,84.2,84.2,81.6,96.6,78,79.5,29.93,-21,2010,,,
7/1/2021 11:59,678455940,174,174,0,0,0,85.1,85.1,82,99.3,79,80.4,29.93,-20,2082,,,
7/1/2021 11:59,678455970,174,174,0,0,0,83.8,83.8,83.5,96.3,78.2,79.7,29.94,-21,1985,,,
7/1/2021 12:00,678456000,174,174,0,0,0,84,84,82,96.3,77.9,79.5,29.94,-21,1992,,,
7/1/2021 12:00,678456030,174,174,0,0,0,85.4,85.5,80.5,99.9,78.7,80.2,29.94,-25,2082,,,
7/1/2021 12:01,678456060,173,173,0,0,0,85.5,85.5,79.3,99.3,78.4,80.1,29.93,-21,2090,,,
7/1/2021 12:01,678456090,173,173,0,0,0,85.7,85.6,79.2,99.7,78.5,80.2,29.93,-20,2110,,,
7/1/2021 12:02,678456120,173,173,0,0,0,85.7,85.6,79.3,99.7,78.5,80.2,29.94,-21,2102,,,
7/1/2021 12:02,678456150,174,174,0,0,0,86,86,79.1,100.6,78.7,80.4,29.94,-21,2125,,,
7/1/2021 12:03,678456180,174,174,0,0,0,85.3,85.3,80.8,99.3,78.8,80.2,29.94,-25,2085,,,
7/1/2021 12:03,678456210,174,174,0,0,0,85.1,85.1,79,98.1,77.9,79.7,29.93,-16,2070,,,
7/1/2021 12:04,678456240,173,173,0,0,0,85.3,85.3,78,98.2,77.7,79.7,29.93,-16,2077,,,
7/1/2021 12:04,678456270,173,173,0,0,0,85.2,85.1,78.6,98.1,77.8,79.5,29.94,-28,2057,,,
7/1/2021 12:05,678456300,174,174,0,0,0,85.4,85.5,77.8,98.4,77.7,79.7,29.94,-28,2072,,,
7/1/2021 12:05,678456330,173,173,0,0,0,85.3,85.3,78.4,98.2,77.8,79.7,29.93,-20,2070,,,
7/1/2021 12:06,678456360,173,173,0,0,0,83.9,84,82.5,96.4,78,79.5,29.94,-25,1985,,,
7/1/2021 12:06,678456390,173,173,0,0,0,85.4,85.5,79.4,99.3,78.3,80.1,29.93,-21,2085,,,
7/1/2021 12:07,678456420,173,173,0,0,0,86.1,86,78.6,100.4,78.6,80.4,29.93,-20,2137,,,
7/1/2021 12:07,678456450,173,173,0,0,0,85.3,85.3,79,98.6,78.1,79.9,29.93,-20,2080,,,
7/1/2021 12:08,678456480,174,174,0,0,0,85.1,85.1,78,97.7,77.5,79.5,29.93,-20,2060,,,
7/1/2021 12:08,678456510,174,174,0,0,0,86.1,86.2,78.2,100.8,78.5,80.4,29.93,-21,2135,,,
7/1/2021 12:09,678456540,174,174,0,0,0,87.5,87.4,77.4,103.6,79.5,81.3,29.93,-20,2230,,,
7/1/2021 12:09,678456570,174,174,0,0,0,86.7,86.7,78.9,102.6,79.4,81.1,29.94,-21,2182,,,
7/1/2021 12:10,678456600,173,173,0,0,0,87.5,87.4,77.6,103.8,79.6,81.3,29.93,-16,2240,,,
7/1/2021 12:10,678456630,173,173,0,0,0,85.2,85.3,80.7,99.3,78.6,80.2,29.93,-20,2082,,,
7/1/2021 12:11,678456660,173,173,0,0,0,86.8,86.9,77.6,102.4,79,80.8,29.93,-20,2190,,,
7/1/2021 12:11,678456690,173,173,0,0,0,87.3,87.3,78,103.6,79.6,81.5,29.93,-20,2225,,,
7/1/2021 12:12,678456720,173,173,0,0,0,86.8,86.7,78.5,102.2,79.3,81.1,29.93,-20,2190,,,
7/1/2021 12:12,678456750,174,174,0,0,0,86,86,78.2,100.2,78.4,80.2,29.93,-20,2125,,,
7/1/2021 12:13,678456780,174,174,0,0,0,84.5,84.6,81.1,97.5,78.1,79.7,29.93,-20,2030,,,
7/1/2021 12:13,678456810,174,174,0,0,0,83.9,84,80.4,95.7,77.2,79,29.93,-20,1983,,,
7/1/2021 12:14,678456840,174,174,0,0,0,84.6,84.6,80.3,97,77.9,79.5,29.94,-25,2025,,,
7/1/2021 12:14,678456870,174,174,0,0,0,84.9,84.9,79.3,97.7,77.7,79.5,29.93,-16,2050,,,
7/1/2021 12:15,678456900,173,173,0,0,0,84.4,84.4,80.1,96.4,77.6,79.3,29.93,-20,2012,,,
7/1/2021 12:15,678456930,174,174,0,0,0,84.3,84.4,81.4,97,78,79.5,29.93,-21,2012,,,
7/1/2021 12:16,678456960,174,174,0,0,0,83.4,83.3,81,93.9,76.9,78.4,29.93,-20,1941,,,
7/1/2021 12:16,678456990,173,173,0,0,0,84.2,84.2,79.6,95.7,77.2,79,29.93,-16,2005,,,
7/1/2021 12:17,678457020,173,173,0,0,0,83.2,83.1,81.3,93.4,76.8,78.4,29.93,-20,1928,,,
7/1/2021 12:17,678457050,173,173,0,0,0,84.9,84.9,78.1,97.2,77.3,79.3,29.93,-14,2050,,,
7/1/2021 12:18,678457080,173,173,0,0,0,86.1,86.2,76.8,100,78,80.1,29.93,-21,2127,,,
7/1/2021 12:18,678457110,173,173,0,0,0,85.3,85.3,80.2,99.1,78.5,80.1,29.93,-20,2082,,,
7/1/2021 12:19,678457140,173,173,0,0,0,84.8,84.7,80.7,97.7,78.2,79.9,29.93,-14,2055,,,
7/1/2021 12:19,678457170,174,174,0,0,0,84.2,84.2,79.8,95.9,77.2,79,29.93,-16,2002,,,
7/1/2021 12:20,678457200,174,174,0,0,0,84.8,84.7,78.2,96.8,77.2,79.2,29.93,-16,2035,,,
7/1/2021 12:20,678457230,173,173,0,0,0,86.5,86.5,76.4,100.8,78.1,80.1,29.93,-20,2152,,,
7/1/2021 12:21,678457260,173,173,0,0,0,87,87.1,76.9,102.4,78.9,80.8,29.93,-20,2197,,,
7/1/2021 12:21,678457290,173,173,0,0,0,87.6,87.6,77.3,104.2,79.6,81.5,29.93,-20,2242,,,
7/1/2021 12:22,678457320,173,173,0,0,0,88,88,74.9,103.8,79.1,81.3,29.93,-21,2257,,,
7/1/2021 12:22,678457350,173,173,0,0,0,86.5,86.5,79.2,102.2,79.2,81,29.93,-20,2167,,,
7/1/2021 12:23,678457380,173,173,0,0,0,87,87.1,76.1,102,78.6,80.6,29.94,-21,2187,,,
7/1/2021 12:23,678457410,173,173,0,0,0,87,87.1,75.7,101.8,78.4,80.4,29.93,-20,2190,,,
7/1/2021 12:24,678457440,172,172,0,0,0,87.9,88,75.3,104,79.1,81.3,29.94,-21,2252,,,
7/1/2021 12:24,678457470,172,172,0,0,0,88.4,88.3,75.1,105.1,79.5,81.7,29.93,-21,2287,,,
7/1/2021 12:25,678457500,172,172,0,0,0,88.2,88.2,75.2,104.5,79.4,81.5,29.93,-20,2275,,,
7/1/2021 12:25,678457530,172,172,0,0,0,88.5,88.5,73.4,104.7,78.9,81.3,29.93,-16,2290,,,
7/1/2021 12:26,678457560,173,173,0,0,0,87.6,87.6,75.8,103.3,79,81,29.93,-14,2240,,,
7/1/2021 12:26,678457590,173,173,0,0,0,88.4,88.3,74.6,104.7,79.3,81.5,29.93,-20,2290,,,
7/1/2021 12:27,678457620,173,173,0,0,0,88.1,88.2,75.6,104.7,79.5,81.5,29.93,-20,2277,,,
7/1/2021 12:27,678457650,142,142,0,0,0,85.4,85.5,79,99.1,78.1,79.9,29.93,-16,2090,,,
7/1/2021 12:28,678457680,200,200,1.6,0.5,-1.5,84.7,84.7,80.9,97.9,78.1,79.7,29.93,-20,2042,,,
7/1/2021 12:28,678457710,268,268,0,0,0,86.1,86.2,78.6,100.9,78.7,80.4,29.93,-20,2140,,,
7/1/2021 12:29,678457740,267,267,0,0,0,85.4,85.5,78.5,98.8,78,79.9,29.93,-20,2087,,,
7/1/2021 12:29,678457770,268,268,1.5,1.5,-0.1,84.6,84.6,81.1,97.5,78.1,79.7,29.93,-20,2032,,,
7/1/2021 12:30,678457800,264,264,1.8,1.7,-0.2,84.4,84.4,80.8,96.8,77.9,79.5,29.93,-21,2017,,,
7/1/2021 12:30,678457830,247,247,1.4,1.3,-0.6,84,84,82,96.3,77.9,79.5,29.93,-20,1995,,,
7/1/2021 12:31,678457860,235,235,0.9,0.7,-0.5,84.7,84.7,81,97.9,78.2,79.7,29.93,-20,2042,,,
7/1/2021 12:31,678457890,234,234,0,0,0,86.4,86.4,75.7,100,77.8,80.1,29.93,-14,2152,,,
7/1/2021 12:32,678457920,232,232,0,0,0,86.1,86.2,76.5,99.9,77.8,80.1,29.93,-20,2125,,,
7/1/2021 12:32,678457950,232,232,0,0,0,86.8,86.7,73.7,100,77.4,79.7,29.93,-20,2162,,,
7/1/2021 12:33,678457980,233,233,0,0,0,87.5,87.4,71.8,100.9,77.2,79.7,29.93,-16,2205,,,
7/1/2021 12:33,678458010,233,233,0,0,0,87.2,87.3,73.6,101.3,77.7,80.1,29.93,-16,2197,,,
7/1/2021 12:34,678458040,232,232,0,0,0,86.3,86.2,75.3,99.3,77.5,79.7,29.93,-16,2132,,,
7/1/2021 12:34,678458070,232,232,0,0,0,85.9,86,76.6,99.5,77.7,79.9,29.93,-14,2122,,,
7/1/2021 12:35,678458100,232,232,0,0,0,87.4,87.4,74.8,102.4,78.4,80.6,29.93,-14,2220,,,
7/1/2021 12:35,678458130,232,232,0,0,0,88.5,88.5,73.1,104.5,78.8,81.1,29.93,-20,2285,,,
7/1/2021 12:36,678458160,232,232,0,0,0,87.7,87.6,74.7,102.7,78.7,80.8,29.93,-16,2240,,,
7/1/2021 12:36,678458190,232,232,0,0,0,86,86,79.6,100.9,78.9,80.6,29.93,-21,2132,,,
7/1/2021 12:37,678458220,233,233,0,0,0,86.3,86.4,77.3,100.8,78.4,80.2,29.93,-20,2145,,,
7/1/2021 12:37,678458250,234,234,0,0,0,86.1,86.2,78.3,100.8,78.5,80.4,29.93,-14,2142,,,
7/1/2021 12:38,678458280,233,233,0,0,0,85.1,85.1,78.5,97.9,77.7,79.5,29.92,-11,2070,,,
7/1/2021 12:38,678458310,232,232,0,0,0,85.4,85.5,79.3,99.3,78.2,80.1,29.93,-16,2090,,,
7/1/2021 12:39,678458340,232,232,0,0,0,86.6,86.5,77.5,101.3,78.7,80.4,29.93,-16,2167,,,
7/1/2021 12:39,678458370,232,232,0,0,0,87.3,87.3,75,102,78.4,80.6,29.93,-16,2210,,,
7/1/2021 12:40,678458400,231,231,0,0,0,86.7,86.7,77.8,101.8,78.9,80.8,29.93,-16,2180,,,
7/1/2021 12:40,678458430,231,231,0,0,0,87.7,87.8,73.6,102.7,78.2,80.6,29.93,-16,2240,,,
7/1/2021 12:41,678458460,232,232,0.9,0.7,-0.6,84.7,84.7,78.6,97,77.3,79.2,29.92,-11,2042,,,
7/1/2021 12:41,678458490,232,232,0,0,0,86.6,86.5,74.1,99.7,77.3,79.7,29.93,-16,2150,,,
7/1/2021 12:42,678458520,231,231,0,0,0,85.3,85.3,77.3,97.9,77.4,79.3,29.92,-8,2082,,,
7/1/2021 12:42,678458550,231,231,0,0,0,86.1,86.2,75.9,99.5,77.6,79.9,29.93,-16,2130,,,
7/1/2021 12:43,678458580,231,231,0,0,0,87.2,87.1,75.7,101.8,78.6,80.6,29.92,-11,2210,,,
7/1/2021 12:43,678458610,231,231,0,0,0,85.6,85.6,79.1,99.5,78.4,80.2,29.93,-16,2107,,,
7/1/2021 12:44,678458640,231,231,0,0,0,87.4,87.4,76.8,103.5,79.2,81.1,29.93,-14,2232,,,
7/1/2021 12:44,678458670,231,231,0,0,0,85.9,85.8,79.6,100.4,78.8,80.4,29.93,-14,2132,,,
7/1/2021 12:45,678458700,232,232,0,0,0,87.6,87.6,73.4,102,78,80.4,29.92,-14,2225,,,
7/1/2021 12:45,678458730,231,231,0,0,0,85.8,85.8,77.6,99.5,78,79.9,29.93,-14,2117,,,
7/1/2021 12:46,678458760,232,232,1,0.8,-0.6,85.9,85.8,76.1,98.8,77.5,79.7,29.93,-16,2110,,,
7/1/2021 12:46,678458790,233,233,0,0,0,86.9,86.9,71.9,99.7,76.8,79.3,29.93,-14,2167,,,
7/1/2021 12:47,678458820,232,232,0,0,0,87.5,87.4,70.6,100.4,76.8,79.5,29.93,-20,2200,,,
7/1/2021 12:47,678458850,232,232,0,0,0,86.8,86.9,73.7,100.4,77.4,79.7,29.93,-16,2170,,,
7/1/2021 12:48,678458880,232,232,0,0,0,85.4,85.5,76.6,98.1,77.2,79.3,29.93,-14,2085,,,
7/1/2021 12:48,678458910,232,232,0,0,0,86.6,86.5,76.5,100.8,78.4,80.4,29.92,-11,2177,,,
7/1/2021 12:49,678458940,231,231,0,0,0,84.3,84.4,80.7,96.8,77.7,79.3,29.93,-20,2017,,,
7/1/2021 12:49,678458970,231,231,0,0,0,85.2,85.1,78.7,98.1,77.8,79.5,29.93,-14,2075,,,
